"document_date","po_number","line_number","supplier_id","supplier_name","pro_class","pro_class_description","desc_goods","service","expense_area","po_value"
"2017-09-01","ZZC277695","1","1339","Stockport NHS Foundation Trust","310000","Healthcare  ","Third party payments - Public Sector","Services to People","Perip-Classroom Assistant - Learning Dif","22820"
"2017-09-05","ZZC277782","1","12171","KEYS CHILDCARE LTD","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","21500"
"2017-09-05","ZZC277783","1","12171","KEYS CHILDCARE LTD","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","30600"
"2017-09-05","ZZC277784","1","12171","KEYS CHILDCARE LTD","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","21500"
"2017-09-05","ZZC277785","1","12171","KEYS CHILDCARE LTD","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","21500"
"2017-09-05","ZZC277786","1","12171","KEYS CHILDCARE LTD","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","22900"
"2017-09-05","ZZC277787","1","12180","Acorn Care and Education","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","22400"
"2017-09-05","ZZC277788","1","12171","KEYS CHILDCARE LTD","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","21500"
"2017-09-05","ZZC277789","1","12260","Hexagon Care Services","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","15000"
"2017-09-05","ZZC277791","1","1669","Charnwood Nursery","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","8300"
"2017-09-05","ZZC277792","1","1669","Charnwood Nursery","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","8300"
"2017-09-05","ZZC277793","1","1669","Charnwood Nursery","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","8300"
"2017-09-05","ZZC277794","1","1669","Charnwood Nursery","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","8300"
"2017-09-05","ZZC277795","1","1669","Charnwood Nursery","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","8300"
"2017-09-05","ZZC277796","1","1669","Charnwood Nursery","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","8300"
"2017-09-05","ZZC277798","1","1669","Charnwood Nursery","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","8400"
"2017-09-05","ZZC277799","1","1669","Charnwood Nursery","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","8300"
"2017-09-05","ZZC277800","1","1669","Charnwood Nursery","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","8300"
"2017-09-05","ZZC277804","1","1669","Charnwood Nursery","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","8400"
"2017-09-05","ZZC277805","1","1669","Charnwood Nursery","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","8400"
"2017-09-05","ZZC277806","1","1669","Charnwood Nursery","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","8400"
"2017-09-05","ZZC277807","1","1669","Charnwood Nursery","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","8300"
"2017-09-05","ZZC277808","1","1669","Charnwood Nursery","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","8400"
"2017-09-05","ZZC277809","1","1669","Charnwood Nursery","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","8300"
"2017-09-05","ZZC277812","1","11466","High Peak School Ltd","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","24100"
"2017-09-05","ZZC277813","1","4083","Hulme Hall School","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","6900"
"2017-09-05","ZZC277814","1","12269","PENARTH GROUP","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","28000"
"2017-09-05","ZZC277815","1","4122","Ramillies Hall Pre-School Nurs","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","6300"
"2017-09-05","ZZC277816","1","4122","Ramillies Hall Pre-School Nurs","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","8800"
"2017-09-05","ZZC277817","1","4122","Ramillies Hall Pre-School Nurs","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","11900"
"2017-09-05","ZZC277818","1","12180","Acorn Care and Education","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","19700"
"2017-09-05","ZZC277819","1","12180","Acorn Care and Education","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","19700"
"2017-09-05","ZZC277820","1","12180","Acorn Care and Education","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","19100"
"2017-09-05","ZZC277821","1","12180","Acorn Care and Education","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","19700"
"2017-09-05","ZZC277822","1","12180","Acorn Care and Education","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","19700"
"2017-09-05","ZZC277823","1","12180","Acorn Care and Education","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","19700"
"2017-09-05","ZZC277824","1","12180","Acorn Care and Education","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","19700"
"2017-09-05","ZZC277825","1","12180","Acorn Care and Education","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","19700"
"2017-09-05","ZZC277826","1","12180","Acorn Care and Education","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","18700"
"2017-09-05","ZZC277827","1","12180","Acorn Care and Education","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","19700"
"2017-09-05","ZZC277828","1","12180","Acorn Care and Education","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","19700"
"2017-09-05","ZZC277830","1","12180","Acorn Care and Education","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","19700"
"2017-09-05","ZZC277832","1","12180","Acorn Care and Education","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","19700"
"2017-09-05","ZZC277833","1","12180","Acorn Care and Education","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","19700"
"2017-09-05","ZZC277834","1","11955","ROSSENDALE SCHOOL","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","46600"
"2017-09-05","ZZC277835","1","11522","Shapwick School","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","20400"
"2017-09-06","ZZC277941","1","1722","The Together Trust Centre","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","SEN Independent School Fees Non Maintained Sch","43700"
"2017-09-06","ZZC277942","1","1966","I Can Training","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","SEN Independent School Fees Non Maintained Sch","21500"
"2017-09-06","ZZC277943","1","1722","The Together Trust Centre","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","SEN Independent School Fees Non Maintained Sch","40100"
"2017-09-06","ZZC277944","1","1722","The Together Trust Centre","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","SEN Independent School Fees Non Maintained Sch","36700"
"2017-09-06","ZZC277945","1","1722","The Together Trust Centre","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","SEN Independent School Fees Non Maintained Sch","18100"
"2017-09-06","ZZC277946","1","1722","The Together Trust Centre","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","SEN Independent School Fees Non Maintained Sch","40600"
"2017-09-06","ZZC277947","1","1722","The Together Trust Centre","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","SEN Independent School Fees Non Maintained Sch","32500"
"2017-09-06","ZZC277948","1","1722","The Together Trust Centre","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","SEN Independent School Fees Non Maintained Sch","33500"
"2017-09-06","ZZC277949","1","1722","The Together Trust Centre","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","SEN Independent School Fees Non Maintained Sch","26400"
"2017-09-06","ZZC277950","1","1722","The Together Trust Centre","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","SEN Independent School Fees Non Maintained Sch","32500"
"2017-09-06","ZZC277951","1","1722","The Together Trust Centre","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","SEN Independent School Fees Non Maintained Sch","21700"
"2017-09-06","ZZC277952","1","1722","The Together Trust Centre","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","SEN Independent School Fees Non Maintained Sch","26400"
"2017-09-06","ZZC277953","1","1816","Seashell Trust","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","SEN Independent School Fees Non Maintained Sch","41600"
"2017-09-06","ZZC277954","1","1816","Seashell Trust","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","SEN Independent School Fees Non Maintained Sch","36700"
"2017-09-06","ZZC277960","1","1816","Seashell Trust","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","SEN Independent School Fees Non Maintained Sch","36700"
